Date,,Basantpur,Kelo,Kurubhata,Paramanpur,Sundargarh,Hirakud inflow ,rainfall,tavg
6/7/2012,6,2.849,0,0,0,0.193,0,2.16258981,34.32713291
6/8/2012,6,3.303,0,0,0,0.206,0,0.3843398734,34.14941139
6/9/2012,6,2.862,0,0,0,0.193,13.8202,0,35.57885443
6/10/2012,6,2.9,0,0,0,0.193,0,0.5102106962,34.18337342
6/11/2012,6,2.978,0,0,0,0.171,0,0.6997642405,33.77510127
6/12/2012,6,2.418,0,0,0,0.178,0,0.008506962025,34.86766772
6/13/2012,6,2.285,0,0,0,0.18,0,3.173942025,34.76412975
6/14/2012,6,2.327,0,0,0,0.17,19.1443,4.164666962,33.63642405
6/15/2012,6,3.003,0,0,0,0.175,0,0.911299557,34.36293671
6/16/2012,6,4.394,0,0,0,0.172,0,3.996208861,33.07712975
6/17/2012,6,5,0,0,0,0.206,9.09072,10.75633614,29.56499367
6/18/2012,6,10.003,0,0,0,0.258,0,5.485051709,29.7353038
6/19/2012,6,6.168,0,0,0,3.578,77.9366,19.24150076,27.73192722
6/20/2012,6,54.566,0,13.4,0,5.859,126.392,16.96929462,27.97827215
6/21/2012,6,45.806,0,15.606,0,4.5,442.727,34.77887627,27.16920253
6/22/2012,6,165.449,23.474,148.816,0,39.358,123.39,36.79971962,26.20171835
6/23/2012,6,155.156,19.102,235.913,0,162.054,401.436,16.86538291,26.34914873
6/24/2012,6,156,12.5,48,0,248.2,1256.05,3.969777658,28.36499051
6/25/2012,6,140.635,10.876,116.495,18.339,121.446,852.8,0.7129551266,30.73893671
6/26/2012,6,108.443,9.481,51.682,12.746,62.851,539.383,1.913205759,29.50315506
6/27/2012,6,116.096,8.29,43.946,10.248,35.892,404.495,3.845958861,30.23244937
6/28/2012,6,100.476,8.007,37.76,9.323,25.138,232.564,0.2967937342,31.31880696
6/29/2012,6,72.986,7.462,23.402,8.474,21.979,233.952,0.8821310759,31.50377532
6/30/2012,6,74.935,6.405,22.922,7.544,22.643,152.135,1.476879114,32.38357911
7/1/2012,7,80,5.449,20,7.3,24,207.019,4.73350519,30.2015538
7/2/2012,7,65.965,5.347,18.298,8.234,17.749,117.075,9.996363544,29.2826519
7/3/2012,7,100.691,5.296,34.612,6.404,13.032,2.77536,10.44867146,28.55849051
7/4/2012,7,70.518,7.382,42.402,54.957,21.388,239.332,22.21228481,28.30361709
7/5/2012,7,66.704,11.885,42.35,113.352,250,555.497,5.092400063,28.5332057
7/6/2012,7,228.6,12.875,50.078,215.624,220.46,808.196,21.83419791,25.86227848
7/7/2012,7,357.492,28.558,120.978,109.553,114.579,674.809,14.11762671,25.75514557
7/8/2012,7,380,12.8,142.1,64,90,641.929,8.078656329,25.96160759
7/9/2012,7,411.178,13.037,138.883,62.063,74.586,779.366,22.32836139,26.10653481
7/10/2012,7,494.01,11.193,134.983,64.04,367.198,661.244,10.25483411,27.45622468
7/11/2012,7,371.35,12.161,212.522,32.835,302.608,872.624,3.877795823,28.64589241
7/12/2012,7,344.4,10.414,132.965,24.256,235.387,1025.72,3.006969177,28.86208861
7/13/2012,7,313.85,7.023,82.3,108.131,105.508,1009.18,4.252146076,28.76663924
7/14/2012,7,303.41,5.625,71.153,53.325,107.076,895.818,7.35256981,27.91163924
7/15/2012,7,336,12,66,75,77,683.022,13.19036791,27.05270886
7/16/2012,7,456.484,8.696,76.479,67.246,137.596,805.987,17.50877177,27.23414873
7/17/2012,7,458.818,7.379,77.352,55.27,182.927,708,5.971670696,27.70388291
7/18/2012,7,678.549,6.534,95.03,22.365,141.134,917.341,7.432878228,28.16621203
7/19/2012,7,689.181,5.513,78.426,21.814,122.302,1054.27,10.59111234,26.85974051
7/20/2012,7,1129.31,5.491,43.102,48.864,75.146,990.322,24.97008228,26.30486392
7/21/2012,7,1275.02,6.444,37.303,358.167,112.676,1254.29,17.43724797,26.69781329
7/22/2012,7,2340,10.3,18,158,120,2096.08,21.18114209,26.95609494
7/23/2012,7,4945.09,7.559,36.6,85.17,186.759,2438.81,5.379675127,26.55137658
7/24/2012,7,2093.43,6.437,36.67,39.658,102.41,4310.45,3.772535127,26.19117722
7/25/2012,7,1617.72,6.406,40.851,32.002,74.914,2859.78,17.59651082,26.31600949
7/26/2012,7,1386.75,8.572,38.065,52.466,292.744,1939.78,21.23158734,25.78311076
7/27/2012,7,1528.25,37.553,86.57,371.706,452.188,2065.72,13.92687981,26.08498734
7/28/2012,7,1167.28,13.532,129.401,103.441,324.903,2405.84,3.688165633,26.29338291
7/29/2012,7,965,10.3,127,78,225,1876.28,2.101009177,25.9085
7/30/2012,7,875.798,10.4,119.448,53.284,125.448,1583.09,19.19565456,24.23726582
7/31/2012,7,812.76,12.347,225.498,459.783,133.004,1497.62,37.76621013,23.97513924
8/1/2012,8,3582.41,16.372,281.852,441.068,402.906,2188.31,9.427222405,25.05680696
8/2/2012,8,3798.93,12.955,156.406,196.996,281.988,3807.4,4.199388291,25.92130696
8/3/2012,8,2300.94,11.072,95.254,242.89,257.247,4077.43,24.52968905,25.31936392
8/4/2012,8,6221.89,172.665,218.563,383.545,752.16,4261.25,55.41034241,25.57287975
8/5/2012,8,8825.12,132.6,260,870,850,6728.12,25.06257848,25.44421835
8/6/2012,8,8200,221.947,279.942,553.577,900.912,13264.1,24.49126956,25.61302215
8/7/2012,8,6499.21,143.673,318.789,197.111,635.433,11379.9,7.895054937,26.74945253
8/8/2012,8,4205.26,43.031,270.48,103.626,295.777,7714.59,2.754961203,26.96893354
8/9/2012,8,2454.44,29.479,138.235,75.245,217.702,5071.46,5.853713291,26.36277215
8/10/2012,8,2121.23,82.86,401.798,389.404,400.18,3588.34,15.51765203,25.69243038
8/11/2012,8,4771.86,97.717,359.108,738.494,645.162,4102.24,36.41386563,26.23197152
8/12/2012,8,4823.52,402,1460,680,1260,6586.41,16.03357253,26.15980063
8/13/2012,8,3775.13,102.108,460.313,490.369,716.327,8308.92,7.045164114,26.64062025
8/14/2012,8,3237.3,71.695,357.769,538.737,400.824,6214.23,3.051584241,26.28835127
8/15/2012,8,2013.12,29.5,210,195,270,4486.4,4.670712911,26.65139873
8/16/2012,8,1568.27,98.621,231.923,2357.1,820.552,3542.69,29.51161652,26.3330538
8/17/2012,8,1608.13,149.459,288.131,973.641,631.744,7917.08,9.473628797,26.67440506
8/18/2012,8,1488.88,220.406,354.991,759.762,475.267,4742.78,15.69250361,26.25475633
8/19/2012,8,1654.36,88,235,428,420,4850.37,35.70182253,26.83366772
8/20/2012,8,3045.21,43,130,407,236,4241.77,6.284480949,27.00287342
8/21/2012,8,4566.12,41.139,134.404,177.054,156.421,4214.04,8.291293038,27.17146203
8/22/2012,8,4294.19,44.934,114.151,196.159,414.247,4923.83,21.07508601,26.32678165
8/23/2012,8,5123.88,37.024,128.675,168.16,408.257,4883.1,6.460738165,27.31400949
8/24/2012,8,4050.18,22.182,124.609,91.197,284.297,4957.16,1.736409684,27.58681329
8/25/2012,8,2825.63,17.008,129.387,1115.99,241.163,4447.6,9.612778101,27.2197057
8/26/2012,8,2000.12,12,115,760,290,4862.77,19.95579506,26.60150316
8/27/2012,8,2150.31,43.819,134.755,714.83,608.265,3768.94,16.07493525,27.08693354
8/28/2012,8,3207.75,84.323,347.702,241.422,769.696,3918.64,6.003894241,27.91621835
8/29/2012,8,3066.44,23.068,164.265,218.017,366.858,4288.64,1.748328671,28.30403797
8/30/2012,8,1964.98,21.913,126.165,141.473,269.162,3795.11,6.573842215,28.21256329
8/31/2012,8,1446.47,18.416,108.887,76,233.284,2692.64,2.872098038,27.577
9/1/2012,9,1121.07,14.545,134.68,78.926,135.428,1966.43,1.512747025,28.6900538
9/2/2012,9,1023.55,80,135,83,250,1454.4,7.677495823,28.15047785
9/3/2012,9,1324.56,41.74,114.807,96.79,189.561,1858.67,8.021612405,27.52376266
9/4/2012,9,1246.21,27.091,103.298,65.079,164.327,1758.81,14.01397266,26.6913481
9/5/2012,9,1524.81,20.571,84.972,108.629,135.091,1810.75,30.79056449,26.01448734
9/6/2012,9,4594.48,107.936,101.986,232.229,457.279,2251.5,9.033041456,25.96583861
9/7/2012,9,6915.4,97.022,176.048,107.075,563.87,5141.89,18.40314627,26.66104114
9/8/2012,9,7129.67,141.682,371.005,277.139,1212.24,7577.47,3.515678165,27.99798734
9/9/2012,9,4652.12,108,285,180,570,8225.06,8.102136582,26.99512025
9/10/2012,9,3336.32,86.09,400.226,197.189,1419.81,5893.25,20.6153557,26.66016456
9/11/2012,9,3690.99,85.966,308.507,138.106,572.576,5595.01,8.369686582,27.20387025
9/12/2012,9,4019.55,77.289,205.264,97.175,496.167,5330.36,7.049499114,26.90107911
9/13/2012,9,3250.41,201.05,373.465,142.453,359.204,6198.26,7.234749557,26.24226899
9/14/2012,9,3233.75,107.745,315.287,136.543,399.594,4754.84,8.129555506,26.51782911
9/15/2012,9,2591.53,75.61,290.053,109.572,270.593,4458.02,6.438763544,26.64982911
9/16/2012,9,2235.55,40,236,182,500,3839.2,8.943841013,26.81637025
9/17/2012,9,2085.14,29.255,198.872,226.99,521.621,3542.52,10.83455557,26.82279114
9/18/2012,9,2739.89,42.073,199.883,140.09,347.719,3605.82,4.986854177,27.10526899
9/19/2012,9,2511.24,33.336,191.793,106.072,345.67,3875.2,14.88943386,27.35197468
9/20/2012,9,2014.26,89.446,174.599,147.038,491.172,4005.78,2.82895519,27.86567089
9/21/2012,9,1686,160.031,152.62,252.535,598.037,3628.7,8.315458987,27.20709494
9/22/2012,9,1666.64,77.057,135.191,115.993,230.996,3037.29,5.333061835,27.38928797
9/23/2012,9,1990.15,90,190,187,270,2502.41,7.775576899,27.22540823
9/24/2012,9,2007.42,50.575,145.385,90.014,198.543,2671.14,0,27.6818038
9/25/2012,9,1934.12,25.358,99.438,62.766,167.819,2239.91,0.9989453165,26.97832911
9/26/2012,9,1465.31,20.853,99.246,48.914,122.291,1778.61,0.08664518987,26.91532595
9/27/2012,9,1231.93,16.032,74.434,38.769,96.517,1425.97,0,26.77319304
9/28/2012,9,750.323,12.773,72.465,35.059,78.95,1321.52,0,27.07801582
9/29/2012,9,729.22,12.332,83.034,33.25,70.82,1114.48,0.2947908861,27.75274684
9/30/2012,9,680.897,10.5,70,36.6,69,1200.63,3.924888608,27.86500316
6/1/2013,6,6.261,0,0,0,4.62,0,0.2328415823,32.69193671
6/2/2013,6,5.24,0,0,0,4.6,0,4.050124051,31.88867405
6/3/2013,6,4.054,0,0,0,8.243,86.3477,0.2396929747,32.95929747
6/4/2013,6,3.837,0,0,0,22.076,156.015,1.943061266,32.75108544
6/5/2013,6,7.536,0,0,0,14.637,264.594,0.4232860127,32.73802532
6/6/2013,6,7.381,0,0,0,10.368,91.417,2.293566582,32.18606646
6/7/2013,6,8.251,0,0,0,8.348,0,3.230937405,31.62996519
6/8/2013,6,15.534,0,0,0,7.6,0,13.65233709,30.0337057
6/9/2013,6,29.15,0,0,0,5.3,0,2.436431709,31.27401582
6/10/2013,6,30.153,0,0,0,5.577,67.345,11.29627937,28.6554019
6/11/2013,6,36.05,0,24.742,0,17.435,58.6507,10.54523449,29.21827215
6/12/2013,6,30.359,0,18.207,0,91.769,0,9.356081646,29.45153481
6/13/2013,6,27.345,0,14,0,84.892,147.519,18.14819152,28.32635759
6/14/2013,6,36.223,0,32.707,0,42.389,0,18.03797778,27.54226266
6/15/2013,6,37.347,0,26.1,0,27.594,97.081,16.17537196,27.13828797
6/16/2013,6,180.256,0,45,0,25,266.604,8.78146943,27.32836392
6/17/2013,6,92.072,0,19.873,0,82.962,31.0954,2.115751456,29.15099367
6/18/2013,6,256.752,0,42.985,0,75.812,96.4579,0.5501517089,29.98326266
6/19/2013,6,198.804,0,14.94,0,43.859,239.955,0.01266962025,29.98860127
6/20/2013,6,77.951,0,13.212,2.388,29.452,268.134,0.9996943671,29.65657911
6/21/2013,6,66.436,0,11.006,3.382,20.601,278.952,2.437886835,29.96355063
6/22/2013,6,138.872,0,6.498,3.347,18.142,171.109,8.505740063,28.85918671
6/23/2013,6,110.253,0,5,4.2,18.5,192.831,5.889534367,28.58544937
6/24/2013,6,134.328,0,14.941,2.265,15.458,328.059,19.00095987,27.7038481
6/25/2013,6,202.976,0,10.024,2.251,24.933,156.921,21.89024437,27.30693354
6/26/2013,6,393.759,0,13.431,2.533,47.134,315.06,20.081785,26.24230063
6/27/2013,6,533.065,80.393,64.56,3.204,67.507,161.396,8.058325063,26.14376899
6/28/2013,6,799.346,36.468,40.369,3.734,69.603,437.487,2.893191013,26.09666772
6/29/2013,6,899.384,20.307,13.736,3.039,50.28,666.539,1.731199684,27.24837658
6/30/2013,6,600.2,18,8.5,4.21,39,809.414,4.980474684,27.31120886
7/1/2013,7,420.946,14.105,21.484,8.923,37.829,814.738,11.97116538,26.47705696
7/2/2013,7,524.881,14.682,36.891,21.893,37.542,604.066,11.48791519,25.72924367
7/3/2013,7,454.643,16.149,62.501,12.217,41.627,453.063,7.777358481,26.62963608
7/4/2013,7,420.946,27.788,14.149,9.379,39.376,424.545,4.206004367,27.82853165
7/5/2013,7,539.263,34.446,10.751,13.553,36.769,395.206,1.297860253,27.24556329
7/6/2013,7,558.231,15.881,10.411,9.324,32.333,384.331,0.2106074684,27.94558544
7/7/2013,7,421.8,15,20,12,23,470.792,2.771506266,28.53766139
7/8/2013,7,421.774,11.65,52.391,14.477,34.095,528.281,3.972672278,28.65108861
7/9/2013,7,388.832,10.025,60.014,12.309,101.982,369.321,8.202951076,28.68317405
7/10/2013,7,357.532,14,155,8,68,420.835,8.231949684,27.6126962
7/11/2013,7,389.692,9.283,72.184,6.227,80.483,422.761,11.4906788,27.00473418
7/12/2013,7,690.551,8.427,61.266,7.417,110.585,416.276,21.16492677,27.26205696
7/13/2013,7,1087.07,19.76,78.697,6.664,81.611,526.61,8.55475962,26.69849051
7/14/2013,7,1360,20,64,12.1,67,804.543,13.56219399,26.51362975
7/15/2013,7,1312.62,20.488,53.708,107.438,82.762,1062.08,9.218049241,26.76193038
7/16/2013,7,1030.57,19.63,50.851,48.423,81.705,1753.23,5.786987658,27.06233544
7/17/2013,7,1356.85,22.998,25.701,61.831,104.241,1268.2,8.475473291,27.22585443
7/18/2013,7,1098.84,19.476,24.846,40.095,160.831,1501.5,8.33631443,27.79985759
7/19/2013,7,851.543,17.932,29.325,28.852,109.155,1375.96,7.938287722,27.79379114
7/20/2013,7,1146.93,17.096,44.197,55.322,215.597,1212.12,15.68014899,27.71808228
7/21/2013,7,1345,31,80,50,95,1294.42,15.76906348,27.66080063
7/22/2013,7,2048.25,26.429,262.379,230.452,180.57,1520.25,14.21546576,27.39091456
7/23/2013,7,1843.01,28.387,236.871,68.493,170.002,2374.18,21.21995019,27.37204747
7/24/2013,7,2616.75,29.609,133.018,50.246,104.039,2483.04,11.84514316,27.41496519
7/25/2013,7,3800.95,28.248,62.133,393.977,87.039,2519.21,9.623183671,27.34506646
7/26/2013,7,2300.33,27.45,60.687,80.676,68.444,3440.17,19.06208753,25.81657911
7/27/2013,7,2171.4,13.991,61.304,335.389,170.048,3346.66,45.91261139,25.2104557
7/28/2013,7,4000,21,1090,165,750,3507.35,8.663546329,25.80826582
7/29/2013,7,4648.4,19.905,317.287,118.608,352.237,5340.53,5.434162975,25.85156329
7/30/2013,7,2663.36,595.351,732.031,635.618,581.961,5957.48,38.75787146,25.8057057
7/31/2013,7,4519.56,191.412,231.949,941.407,243.351,9016.35,54.89783184,25.53568987
8/1/2013,8,12020.5,51.266,186.98,200.115,184.887,7685.03,9.232772215,25.57713291
8/2/2013,8,8902.23,51.191,164.91,147.158,175.138,10456.6,6.72095557,26.27988608
8/3/2013,8,7700.39,20.461,145.067,78.358,177.361,9846.52,3.203986962,27.05333544
8/4/2013,8,6900,20,105,55,166,8077.15,1.258294051,27.79949367
8/5/2013,8,4379.93,12.847,167.95,51.066,100.179,7464.93,9.016025063,27.47532278
8/6/2013,8,1675.14,119.91,181.821,49.87,177.664,5644.2,15.26670886,27.07240823
8/7/2013,8,2761.42,19.83,177.792,124.016,173.093,2952.08,12.38439082,27.10457278
8/8/2013,8,2817.38,91.321,185.663,245.633,172.932,3215.93,11.26986044,26.94674684
8/9/2013,8,2723.14,51,150,263,250,4184.42,18.42928614,26.38273101
8/10/2013,8,2628.91,19.881,218.207,100.248,237.757,4400.11,3.070742025,26.60338291
8/11/2013,8,2102.12,20,125,58,195,3487.55,2.192241582,27.10375316
8/12/2013,8,1575.33,12.846,116.63,48.677,125.94,3011.75,9.243870823,27.04971835
8/13/2013,8,1559.56,26.429,158.216,155.108,163.528,2462.14,15.28961329,27.18976582
8/14/2013,8,1542.13,20.014,147.102,110.086,248.919,2227.71,2.914543861,28.04043671
8/15/2013,8,1200,85.5,127,60,176,2321.53,2.024484747,28.39138291
8/16/2013,8,1416.75,82.926,103.782,62.417,101.536,2311.05,14.86164177,28.11163924
8/17/2013,8,1230.19,164.438,110.168,77.566,292.265,2401.76,19.23450892,26.78106962
8/18/2013,8,1500,180,300,150,500,2381.6,19.22318184,26.19506329
8/19/2013,8,3503.59,138.626,516.394,178.522,395.228,3365.89,17.54923044,26.27416139
8/20/2013,8,4966.61,85.626,274.11,505.084,529.574,4611.32,26.13778177,25.94357278
8/21/2013,8,5970.46,135.889,268.79,466.489,583.45,6618.64,15.51027437,25.44312658
8/22/2013,8,5002.91,514.39,504.507,282.784,1061.82,7640.23,14.76196797,25.64614557
8/23/2013,8,4130.08,120.902,382.631,154.328,483.27,7508.59,6.802436962,26.58418987
8/24/2013,8,3867.29,20.422,259.949,97.135,271.468,5813.7,1.921188797,26.80596203
8/25/2013,8,2998.7,60,155,60,195,4636.95,0.2179936076,26.9794462
8/26/2013,8,2130.11,49.772,123.897,54.607,125.979,3611.79,0.05283765823,27.26224051
8/27/2013,8,1518.91,20.107,110.107,50.589,96.158,2400.15,0.3134784177,27.04552848
8/28/2013,8,1528.64,254.722,266.833,45.302,271.918,1829.1,24.85923165,24.55012025
8/29/2013,8,5111.52,219.61,705.628,84.382,299.995,2907.67,35.67798038,25.19420886
8/30/2013,8,7345.04,146.808,1144.04,136.965,442.868,8015.32,5.053845759,26.22071835
8/31/2013,8,5256.16,80.435,708.768,75.312,256.68,10534,1.860744177,26.84770253
9/1/2013,9,3449.2,20,300,52,190,7226.16,2.051993924,27.90748734
9/2/2013,9,2309.59,45.015,211.476,43.9,139.093,4199.71,4.564817532,27.84462342
9/3/2013,9,1941.68,47.958,187.43,50.978,115.954,2778.65,6.358587911,27.38424684
9/4/2013,9,1705.17,46.706,197.783,86.561,107.484,2528.69,12.37556152,27.35175633
9/5/2013,9,3002,86.075,184.001,113.817,127.21,2462.25,4.308168608,27.54468354
9/6/2013,9,2250.69,19.863,123.185,69.926,108.073,2971.73,4.086299937,28.37123418
9/7/2013,9,1747.75,14.932,129.446,92.848,103.979,2848.17,1.458530506,27.59061709
9/8/2013,9,600,13,100,57,99,2222.67,0.5200063924,27.71797468
9/9/2013,9,870.8,25.807,142.963,60.423,93.611,1680.31,1.690714873,27.76889241
9/10/2013,9,748.526,71.383,125.778,65.388,179.35,1587.73,3.86141962,27.99002532
9/11/2013,9,688.207,19.18,127.053,59.872,179.803,1384.65,2.281364177,28.2229462
9/12/2013,9,653.24,64.44,137.126,60.99,151.631,1172.99,3.345018481,28.60416139
9/13/2013,9,648.861,63.895,103.089,98.345,133.074,1269.13,1.638295949,28.78473418
9/14/2013,9,666.378,20.404,101.687,84.323,119.961,1225.24,3.507361519,28.71425
9/15/2013,9,672.07,16.1,85,100,114.5,1106.26,1.671848291,28.50218987
9/16/2013,9,682.521,84.21,182.894,58.795,113.142,1117.42,6.99656538,27.87444304
9/17/2013,9,713.151,54.635,175.595,48.582,129.307,1072.28,8.935901139,27.62720253
9/18/2013,9,837.162,116.524,97.687,42.957,101.094,1143.31,3.081390949,27.70317089
9/19/2013,9,934.23,58.777,178.084,88.54,137.339,1346.3,10.0979593,26.5868481
9/20/2013,9,1072.18,23.24,175.239,78.024,177.545,1339.34,19.87978595,26.10683861
9/21/2013,9,2065.91,16.212,159.846,78.274,152.33,2464.66,6.748710886,26.39381962
9/22/2013,9,2747.3,15,170,59,115,3053.58,11.99142816,26.29966772
9/23/2013,9,2722.12,29.138,94.787,65.485,110.14,3399.5,1.801676329,26.82271835
9/24/2013,9,2278.63,44.76,91.172,48.53,106.198,3098.8,0.4516723418,27.31430696
9/25/2013,9,1484.8,44.518,99.644,39.296,97.035,2738.63,0.0971156962,27.58034494
9/26/2013,9,1281.25,16.337,84.092,33.467,70.585,1927.69,0.6834722785,27.9060443
9/27/2013,9,992.137,13.277,80.315,30.175,61.591,1553.86,0.909923038,28.2637943
9/28/2013,9,825.278,46.481,90.525,53.703,86.427,1165.34,9.175273291,27.66231013
9/29/2013,9,785.188,60,70,53,110,994.882,9.376248671,27.20213608
9/30/2013,9,745.098,50.527,98.551,45.496,140.24,1496.2,9.58378019,26.54338608
6/1/2014,6,10.41,0,0.4,0,10.1,169.637,0.5928650633,33.39274051
6/2/2014,6,10.246,0,0.197,0,8.431,26.7341,0.7802538608,33.00965823
6/3/2014,6,9.334,0,0.195,0,5.316,47.9458,0.856351962,33.12256962
6/4/2014,6,9.239,0,0.192,0,5.521,0,0.3336152532,33.53170253
6/5/2014,6,9.459,0,0.177,0,6.209,141.912,0.02639291139,33.9557057
6/6/2014,6,9.127,0,0.322,0,5.315,34.6637,0,34.81690823
6/7/2014,6,12.946,0,0.311,0,3.996,36.3912,0,35.60075
6/8/2014,6,25.5,0,0.31,0,5.316,50.8627,0.003931582278,35.00107278
6/9/2014,6,19.054,0,0.315,0,5.406,135.37,0.7361639241,34.31841139
6/10/2014,6,14.182,0,0.294,0,5.69,35.4566,0.5590312025,34.43812025
6/11/2014,6,14.059,0,0.28,0,4.775,54.0912,0.3148853165,35.08929747
6/12/2014,6,14.165,0,0.292,0,3.803,71.9328,0.1462272152,34.00396203
6/13/2014,6,25.669,0,0.262,0,3.581,60.18,0.02388411392,34.40775316
6/14/2014,6,41.19,0,0.257,0,3.316,13.6502,0.3268594304,32.91523101
6/15/2014,6,41.1,0,0.31,0,3.31,44.2925,3.430823228,31.63139557
6/16/2014,6,30.976,0,0.235,0,2.29,0,0.1764620886,32.20232911
6/17/2014,6,30.255,0,0.249,0,1.458,90.539,3.150909937,31.67518354
6/18/2014,6,29.473,0,0.243,0,1.347,87.169,9.791863608,28.62404747
6/19/2014,6,25.44,0,0.258,0,1.361,81.1934,5.479220759,29.11818671
6/20/2014,6,25.031,0,0.241,0,2.773,86.6592,17.42567411,28.33444304
6/21/2014,6,29.722,0,0.252,0,4.656,214.977,21.7777969,28.82847468
6/22/2014,6,43.75,0,5,0,8.6,164.539,4.209301772,30.04411076
6/23/2014,6,43.759,0,5.168,0,6.681,130.045,0.1652813924,31.21435127
6/24/2014,6,42.327,0,5.022,0,5.585,124.24,0.09352202532,31.48012025
6/25/2014,6,50.019,0,1.879,0,9.906,40.6109,0.8799451266,30.97791139
6/26/2014,6,75.115,0,1.92,0,7.938,73.1789,4.668127911,28.97145253
6/27/2014,6,74.419,0,1.771,0,7.571,96.4013,15.20127557,28.56512658
6/28/2014,6,78.112,0,1.911,0,12.391,149.558,14.30676646,28.24518987
6/29/2014,6,78.1,0,3.5,0,9.91,121.861,3.063683228,29.34539241
6/30/2014,6,70.13,0,5.228,0,26.3,155.703,0.1923827215,30.08506013
7/1/2014,7,60,0,5.621,0,30.018,52.6752,4.295917658,28.7877057
7/2/2014,7,54.507,0,5.224,0,21.578,197.192,1.123268418,29.72948101
7/3/2014,7,46.221,0,1.845,0,16.236,138.315,2.540569873,29.34331646
7/4/2014,7,40.806,0,1.876,1.453,13.777,178.926,5.618606266,28.50036392
7/5/2014,7,35.277,0,5.066,11.121,11.901,146.301,9.299103608,27.27247468
7/6/2014,7,37.34,0,5.1,5.86,10,171.704,2.157532595,28.13737975
7/7/2014,7,59.64,0,5.143,4.549,10.494,89.0664,4.339222215,28.95759177
7/8/2014,7,49.74,0,1.696,3.183,20.224,90.3125,2.196792911,29.91286076
7/9/2014,7,52.956,0,1.641,2.985,26.947,0,6.052621139,29.04092405
7/10/2014,7,39.224,0,4.283,2.95,24.806,207.671,3.347134304,29.44756013
7/11/2014,7,47.807,0,4.063,1.633,47.468,154.882,18.82413601,28.15290506
7/12/2014,7,56.782,0,3.831,1.514,27.714,153.07,17.01829608,28.29328481
7/13/2014,7,58.18,0,3.8,3.19,32,81.5333,8.692015633,28.06912025
7/14/2014,7,77.922,0,13.008,5.551,55.443,255.305,14.12496905,27.55497152
7/15/2014,7,180.459,0,62.793,5.853,44.517,413.84,17.91772943,26.35664873
7/16/2014,7,185.033,0,32.341,11.805,63.161,303.817,19.94581943,26.45260759
7/17/2014,7,170.65,0,48.053,23.658,93.005,314.437,3.954580063,26.78902215
7/18/2014,7,242.25,0,14.211,14.542,124.982,522.108,3.811661582,26.34461076
7/19/2014,7,437.26,0,259.907,25.682,111.734,392.968,18.60960639,25.72160127
7/20/2014,7,43.6,0,238,130,210,616.668,12.6192507,25.03143354
7/21/2014,7,437.704,0,85.742,67.818,197.216,1192.73,54.45239494,24.97705696
7/22/2014,7,4652.76,166,644.075,641.753,531.633,2042.55,108.2317911,24.6208481
7/23/2014,7,13142.3,151.171,238.642,134.39,356.263,8033.65,16.57849215,24.80143671
7/24/2014,7,11355.2,39.992,106.942,64.573,210.821,15447,0.1713301899,25.06626582
7/25/2014,7,8356.8,35.631,103.878,36.57,133.356,12367.3,3.017563481,25.74230696
7/26/2014,7,7842.41,33.339,57.25,24.663,69.708,8279.86,5.32076943,25.6974019
7/27/2014,7,2582.4,32,51,46.15,70,7702.76,9.250181582,26.6051962
7/28/2014,7,1552.28,47.285,50.753,46.167,99.672,4416.93,8.973908797,26.96351899
7/29/2014,7,1452.5,47.2,50,67.9,75,2343,7.648228734,27.07129114
7/30/2014,7,2354.89,141.723,115.633,40.077,51.843,2915.63,26.22308747,26.60316139
7/31/2014,7,6085.5,421.485,179.266,96.74,73.246,5235.09,35.40552665,27.25963291
8/1/2014,8,8654.61,149.822,104.476,71.397,383.587,8944.22,14.5861062,28.31854747
8/2/2014,8,4413.83,209.758,124.8,49.101,384.39,10486.1,4.654318734,27.50706013
8/3/2014,8,2702,209,104.35,38.05,190,5473.97,19.97786861,26.19487342
8/4/2014,8,4549.64,64.764,1337.33,245.484,438.329,6526.85,45.43938418,25.51859494
8/5/2014,8,6470.85,230.551,1079.96,3108.23,1827.75,10369.4,87.20662658,24.84786709
8/6/2014,8,19935,231.659,1057.98,1001.2,937.082,17686.2,35.41113835,25.72883861
8/7/2014,8,18634.4,179.828,620.716,282.651,513.459,22307.9,0.1628875949,26.66316456
8/8/2014,8,10884.1,38.222,197.442,151.707,248.664,18094.8,0.6307349367,26.9253481
8/9/2014,8,5038.28,43.995,153.963,218.952,170.345,8767.79,6.871290886,26.63085759
8/10/2014,8,2705.9,47,202,512,175,6592.27,24.38087962,25.86690823
8/11/2014,8,3829.96,50.917,177.167,512.717,326.641,4955.15,16.24144241,26.31197152
8/12/2014,8,5420.52,50.435,637.407,245.981,284.855,5111.22,9.168806456,26.97098101
8/13/2014,8,4876.75,35.756,651.602,151.734,322.396,6001.94,4.827946519,26.82912025
8/14/2014,8,3993.75,144.303,192.654,109.542,269.079,5668.56,13.19903177,26.55882911
8/15/2014,8,3328.2,160,750,218.5,965,4972.62,4.938470633,27.11613291
8/16/2014,8,2924.01,208.247,365.681,81.377,456.163,5186.5,2.124280949,26.90322785
8/17/2014,8,2110.4,185,158,92.8,250,3832.29,4.213303291,26.91308544
8/18/2014,8,1812.21,34.356,120.031,92.992,270.569,2711.95,4.44084981,27.37340506
