Date,,Basantpur,Kelo,Kurubhata,Paramanpur,Sundargarh,Hirakud inflow ,rainfall,tavg
8/29/2002,8,738.189,388.882,247.7,138.881,287,1936.18,15.08149171,26.44730063
8/30/2002,8,700,130,140,152.232,545,2851.2,13.83128399,26.30234494
8/31/2002,8,1200,225,247.9,176.768,425.3,2649.08,19.74078671,26.35142405
9/1/2002,9,2600,175,400,150,450,2837.66,17.35850867,26.44463924
9/2/2002,9,2160,100,249.1,260,753.6,4480.22,25.29293861,26.97098101
9/3/2002,9,1889.04,62.623,314.4,181.299,625.6,4012.94,6.615686519,26.93612025
9/4/2002,9,2025.54,210,800.1,165.443,1170,3639.12,10.03440684,26.62394937
9/5/2002,9,1891.55,95,475.3,154.174,575,4624.66,8.640100696,26.64572468
9/6/2002,9,1643.43,148.03,563.1,110.032,442.7,3647.62,6.60796519,26.38550949
9/7/2002,9,1713.32,160,343.1,115.996,369.6,2999.09,15.22845816,26.25573418
9/8/2002,9,2600,370,760,200,230.2,3809.04,18.65160316,25.71737975
9/9/2002,9,2800.36,260,549.3,149.993,230,5091.94,9.497919557,25.36926899
9/10/2002,9,2429.7,375,484.6,225.168,500.4,5259.02,12.07298684,25.34444937
9/11/2002,9,2400,252.427,716.3,922.96,749.3,5995.34,27.24182987,25.58824367
9/12/2002,9,3402.19,380,1671,900,1664,9090.72,22.69421519,26.04361392
9/13/2002,9,2570.66,157.561,900,229.748,1292,9150.19,5.389300063,26.12024367
9/14/2002,9,1836.6,73.86,502.3,178.076,590.474,6221.9,1.948233228,27.44051899
9/15/2002,9,1200,40,310,170,380,3072.72,1.970018038,27.4813038
9/16/2002,9,880.334,20,197.2,133.894,254,2058.86,2.053912468,27.34936076
9/17/2002,9,652.021,14.319,143.4,97.272,206.9,1314.05,0.1998411392,27.37215506
9/18/2002,9,540.905,11.004,137.6,76.669,115.8,988.368,0.4146450633,27.30408861
9/19/2002,9,444.354,10.685,112.8,65.791,104.9,843.936,0.4130960127,27.54696519
9/20/2002,9,451.195,10.268,74.23,65.138,97.59,702.336,0.05666493671,27.27618354
9/21/2002,9,388.29,9.738,61.6,55.452,75.35,591.888,0.6128633544,27.24382595
9/22/2002,9,350,9,50,48,70,498.432,0.1625573418,27.14810443
9/23/2002,9,227.456,104.689,191.3,50.308,66.75,608.88,5.099227595,26.67775949
9/24/2002,9,219.773,25,322,71.785,71.2,798.624,4.549799367,27.08003797
9/25/2002,9,215.246,14.556,185,64.022,195.7,815.616,2.543318418,27.01826582
9/26/2002,9,207.072,10.757,142.2,58.011,147.3,685.344,5.705506139,26.8057943
9/27/2002,9,209.057,9.795,122.4,64.514,113.8,583.392,1.081107278,26.41293354
9/28/2002,9,199.864,9.282,73.87,60.451,100.1,504.096,0.1073693038,26.53888291
9/29/2002,9,190,8.5,63,65,64,475.776,0.08054556962,27.29264557
9/30/2002,9,170,7.683,50.84,58.66,62.53,472.944,0.01945379747,27.15829114
6/1/2003,6,17,0,0,0,0,0,0,36.2896962
6/2/2003,6,16.469,0,0,0,0,36.3062,0,36.58651266
6/3/2003,6,17.015,0,0,0,0,17.1336,0.007455696203,36.88083861
6/4/2003,6,16.114,0,0,0,0,0,0.01838968354,37.20548734
6/5/2003,6,15.946,0,0,0,0,0,0.08035943038,37.38428481
6/6/2003,6,16.75,0,0,0,0,36.9859,2.089140316,35.3384019
6/7/2003,6,15.903,0,0,0,0,51.2309,1.574216266,35.89676582
6/8/2003,6,16,0,0,0,0,0,0.4150957595,35.36742722
6/9/2003,6,17.335,0,0,0,0,0,1.232708038,35.0416519
6/10/2003,6,15.95,0,0,0,0,3.20016,0.1464750633,35.79239241
6/11/2003,6,14.659,0,0,0,0,15.0662,0.0927371519,36.58338291
6/12/2003,6,13.977,0,0,0,0,0,3.479739304,36.12845253
6/13/2003,6,14.152,0,0,0,0,3.37008,4.550162658,33.80336709
6/14/2003,6,14.226,0,0,0,0,0,6.603629051,32.58746519
6/15/2003,6,9,0,0,0,0,32.7096,5.094277405,31.24475
6/16/2003,6,9.233,0,0,0,0,40.271,0.5462781646,31.32204114
6/17/2003,6,28.17,0,0,0,10.527,17.0203,4.226678924,32.11345253
6/18/2003,6,38.233,0,0,0,11.626,45.2837,7.643200127,31.57568671
6/19/2003,6,30.277,0,0,0,16.89,39.1099,9.023211076,30.17586076
6/20/2003,6,28.676,2.86,0,0,800,136.446,28.33716209,28.67848734
6/21/2003,6,29.863,6.26,24.756,650,307.822,1784.1,12.72613228,29.52740823
6/22/2003,6,52,5,27,140,250,1563.75,1.811383101,30.5675
6/23/2003,6,54.582,3.51,32.07,568,64.24,526.979,15.4367888,29.98853481
6/24/2003,6,58.537,40,57.54,340,621.8,1482.64,15.17777519,28.48589241
6/25/2003,6,51.112,8.83,41.33,142.003,371.9,1203.43,8.153470949,28.02002532
6/26/2003,6,50.452,9.33,70.61,96.188,347.6,776.704,10.6379669,27.91541456
6/27/2003,6,49.918,9.33,91.26,92.981,230.5,592.228,10.59154601,27.53558544
6/28/2003,6,116.365,23.56,68.66,84.269,170.3,666.285,19.12804519,26.49574684
6/29/2003,6,245,28,95,150,675,486.283,12.59823639,27.24475316
6/30/2003,6,330.155,8.83,51.52,88.56,227.9,705.678,1.499403481,28.2398481
7/1/2003,7,260.643,5,58,60,120.22,713.069,8.507981456,27.55341772
7/2/2003,7,164.238,26.42,86.26,140,211.02,492.881,12.91429411,27.50918354
7/3/2003,7,162.67,9.306,95,100.612,253.3,679.17,5.963972278,28.0314557
7/4/2003,7,155.782,5.999,71.877,83.101,170.9,709.359,15.63830703,28.14549051
7/5/2003,7,152.141,6.992,93.29,57.563,120.4,513.413,11.86349025,27.76728165
7/6/2003,7,125,5,56,50,150,461.616,4.081527595,28.0409462
7/7/2003,7,263.043,6.433,33.48,55.116,72.28,385.152,6.140419557,27.93100633
7/8/2003,7,270.736,3.108,55.97,39.796,61.02,376.656,5.662532215,28.15388291
7/9/2003,7,244.943,38.458,30.07,31.54,102.2,297.36,8.289522342,28.07025316
7/10/2003,7,202.771,10.883,48.17,34.943,196.9,393.648,12.83148759,27.47767089
7/11/2003,7,247.598,27.072,69.06,41.197,135.6,390.816,10.66507747,27.29715506
7/12/2003,7,290.077,30.524,60.57,31.32,91.93,461.616,8.053184494,27.75533228
7/13/2003,7,295,20.6,68,85,100,481.44,4.551868544,28.17564873
7/14/2003,7,490.077,6.045,54.48,138.463,157.2,538.08,7.092889557,28.01867722
7/15/2003,7,520.394,9.448,80.06,105.879,325.6,716.496,19.85454918,27.18142089
7/16/2003,7,484.584,38.96,240.4,185.883,326.8,948.72,16.78303608,27.46610759
7/17/2003,7,487.608,12.307,128.5,90.864,229.9,1336.7,9.288586329,27.53682911
7/18/2003,7,422.013,7.871,86.05,62.473,119.1,1042.18,5.985074051,27.84437975
7/19/2003,7,328.639,2.966,63.9,50.936,82.36,713.664,3.808739367,28.28178797
7/20/2003,7,300,5,40,47,75,594.72,2.347632595,28.38922152
7/21/2003,7,282.336,3.205,84.58,35.792,49.8,546.576,12.69876671,28.55110443
7/22/2003,7,324.245,133.19,119.2,46.22,125.9,591.888,21.0257057,27.58093354
7/23/2003,7,747.379,38.796,187.8,78.868,352.876,807.12,23.09900278,26.94241456
7/24/2003,7,1006.83,42.449,110.7,140,297,1311.22,20.71571133,27.52064241
7/25/2003,7,1293.51,20,216,115,329.5,1835.14,27.42258165,27.00983861
7/26/2003,7,1571.52,14.455,106.1,580,427.6,2225.95,23.7534443,25.78867722
7/27/2003,7,3000,90,175,600,350,3384.24,38.78301532,25.81463608
7/28/2003,7,4728.85,46.497,95.03,170,319.9,4658.64,6.461642975,26.59015506
7/29/2003,7,3814.33,26.828,76.24,125,235.8,5907.55,1.995964494,27.34301266
7/30/2003,7,2374.04,199,88.85,348.84,155.1,5363.81,10.04174424,27.58092405
7/31/2003,7,1692.62,80,71.93,300,144.6,4440.58,5.071709684,27.09186709
8/1/2003,8,1058.86,39.21,82,753.98,179.9,2973.6,28.03261563,25.7395
8/2/2003,8,856.806,34.63,53.24,395,191.1,2984.93,22.87414222,24.91300633
8/3/2003,8,1800,119,165,550,230,2299.58,12.39064747,24.90137658
8/4/2003,8,2590.47,281,300.028,900,275.2,3381.41,19.49458608,26.28086392
8/5/2003,8,2313.57,114.02,293.2,250,295.2,5256.19,8.383138291,27.26743354
8/6/2003,8,2800,43.02,167.6,155,207.4,4117.73,5.35810962,27.67393987
8/7/2003,8,2231.69,24,139.8,240,116.9,3806.21,4.964088924,28.01007911
8/8/2003,8,1823.59,9.82,80.8,210,89.17,3270.96,5.981309367,28.43192089
8/9/2003,8,1294.24,7.79,57.47,139.288,77.86,2282.59,5.743825,28.39858544
8/10/2003,8,1249,85,110,100,150,1965.41,18.41250696,27.47676266
8/11/2003,8,2180.97,301.61,273.4,455,171,2846.16,28.55580215,27.03139557
8/12/2003,8,2948.14,85,191.8,435,224.2,5091.94,12.15878639,26.77296519
8/13/2003,8,2393.39,90.56,218.5,380,226.7,4817.23,21.73400513,26.58964557
8/14/2003,8,2292.13,130,211.5,325,275,4715.28,17.98634696,26.47927532
8/15/2003,8,2293,85,260,450,600,4729.44,11.50256272,26.13704114
8/16/2003,8,3164.29,55.55,230.6,325,315.2,4752.1,4.869157089,26.24531329
8/17/2003,8,3500,43,180,160,230,4664.3,1.004823924,27.09090506
8/18/2003,8,2251.93,26.25,139,122.694,148.2,4618.99,5.609402658,27.2222057
8/19/2003,8,1501.75,24.99,138.6,105.579,118.8,3324.77,6.879664051,26.06955696
8/20/2003,8,1214.31,20,151,180,170,2172.14,6.294669114,26.57441456
8/21/2003,8,1174.7,29.69,146.8,220,122.5,2002.08,3.617565886,27.72103797
8/22/2003,8,1354.74,27.47,130.3,126.49,108.8,1798.32,14.35705399,27.58627532
8/23/2003,8,1062.24,13.55,142,119.392,98.08,1760.37,27.96449589,27.60171835
8/24/2003,8,2252,30,129,110,90,2002.22,7.757622848,26.78338924
8/25/2003,8,3735.78,27.63,143.5,88.582,77.43,2931.12,1.363246582,26.83883544
8/26/2003,8,3980,9.89,132.1,83.677,85.68,4123.39,1.319118797,27.31010443
8/27/2003,8,2405.89,26.52,176.608,105.579,75.49,5009.81,20.52384728,26.77718671
8/28/2003,8,1596.8,25.77,159.1,122.146,294.384,4292.75,35.26551127,26.07662658
8/29/2003,8,17798,91.43,172.9,943.721,245.7,6881.76,63.55601475,25.38237342
8/30/2003,8,33087.9,59.13,298.179,400,223.6,18487.3,17.33950608,25.98351582
8/31/2003,8,9710.78,100,308,200,440,22854.2,8.048226835,26.68233544
9/1/2003,9,4975.31,170,275.6,1653.25,335.3,147.264,15.79396063,26.13946203
9/2/2003,9,4561.46,292.63,1919,1260,800.9,11404.5,44.8474538,24.71385759
9/3/2003,9,12267.9,102.56,961.8,600,650.9,13706.9,27.74540367,24.66741139
9/4/2003,9,12090.3,64.86,625.3,400,575,178.699,6.463460696,25.65141139
9/5/2003,9,5760.52,68.79,400,275,515.121,15411.7,7.632571013,25.79707911
9/6/2003,9,4200,149.03,490,700,526.5,9393.74,20.03117228,25.90565506
9/7/2003,9,9000,350,1200,1250,500,9572.16,42.52299557,25.23656646
9/8/2003,9,11011.6,184.76,961.526,850,650.7,16776.8,25.24933614,25.15237342
9/9/2003,9,7000,195.39,867.681,400,575.2,16646.5,9.884529304,25.1804462
9/10/2003,9,5329.27,111.48,560.4,300,456,11931.2,5.236934873,25.74378481
9/11/2003,9,5503.37,590.07,600.6,250,390.9,9331.44,3.68170943,26.1176519
9/12/2003,9,3500,153.5,633.5,215.061,425,8552.64,3.71975557,26.68988608
9/13/2003,9,2487.54,146.36,450.5,230,347.7,5709.31,16.5090443,26.58309177
9/14/2003,9,3000,500,700,560,600,5417.62,24.58641462,26.16239557
9/15/2003,9,5800,136.52,540.3,239,483.9,7640.74,9.926644367,26.69105063
9/16/2003,9,4000,82.14,275.1,194.002,332.9,9144.53,2.810679367,26.77757911
9/17/2003,9,2460.38,56.36,245.6,141.02,277.4,6281.38,1.961266329,27.06527215
9/18/2003,9,2122.42,138.91,275,184.62,262.4,4310.3,5.787496329,27.04841456
9/19/2003,9,2281.51,76.37,268.7,207.782,426.1,3865.68,11.7914807,27.09877532
9/20/2003,9,2537.58,106.75,213.1,191.88,314.6,4134.72,4.656178734,27.84667405
9/21/2003,9,1744,120,268,160,275,3916.66,5.253099051,28.21764557
9/22/2003,9,1791.35,160,340.5,132.01,451.9,2962.27,9.342049557,28.16122785
9/23/2003,9,2171.04,198.95,648.9,206.901,504.6,3743.9,15.07464032,27.45670253
9/24/2003,9,1864.78,108.06,350.2,144.006,449.1,4194.19,6.043542215,27.29989873
9/25/2003,9,1842.49,54.69,231.2,110.24,290.1,3364.42,5.98566057,26.89746203
9/26/2003,9,1809.31,35.56,194.8,93.892,273.7,2766.86,3.406417468,27.31652215
9/27/2003,9,1629.31,66.49,178.4,147.198,236.1,2891.47,11.62451399,27.11512342
9/28/2003,9,1481,85,182,218,260,2611.1,16.16068082,27.1577943
9/29/2003,9,1494.86,300.82,603.4,145.269,415.3,212.4,13.9155362,26.86705063
9/30/2003,9,3234.47,208.58,350.7,90.474,625.6,3607.09,3.404851519,26.79311709
6/1/2004,6,66.529,0,0,0,0.795,123.05,1.02781057,34.00148734
6/2/2004,6,63.381,0,0,0,0.953,110.901,2.531000127,33.46708544
6/3/2004,6,92.753,0,0,0,0.98,92.6914,1.054814937,33.81622468
6/4/2004,6,85.901,0,0,0,0.95,85.045,1.609972405,32.94514241
6/5/2004,6,93.522,0,0,0,0.96,40.6675,1.893101392,32.43577215
6/6/2004,6,160,0,0,0,0.99,121.663,3.259217722,32.89456329
6/7/2004,6,260.745,0,0,0,0.731,98.6102,3.865828987,31.15917405
6/8/2004,6,136.77,0,0,0,0.782,103.368,0.7373111392,31.58576899
6/9/2004,6,180.894,0,0,0,13.705,97.9872,1.245842658,31.77893987
6/10/2004,6,123.64,0,0,0,8.994,103.963,7.909636392,30.23084494
6/11/2004,6,130.036,0,0,0,8.091,152.928,5.865779557,30.32083544
6/12/2004,6,124.484,0,0,0,3.063,96.373,6.791451329,29.82050316
6/13/2004,6,109,0,0,0,2.8,129.592,14.50968835,27.98189873
6/14/2004,6,109.686,0,5.8,0,10.324,162.047,36.70396139,26.97487975
6/15/2004,6,154.792,0,15.7,0,10,298.04,62.7827993,27.13438924
6/16/2004,6,4922.74,0,14.26,0,10.522,247.8,13.88625348,26.97730063
6/17/2004,6,3399.11,0,20.28,0,25.876,2360.84,5.609006709,27.75102215
6/18/2004,6,2300,0,40.4,0,36.492,3705.16,2.951118924,27.19674051
6/19/2004,6,1341.24,0,44.6,0,26.89,2764.82,2.754518861,26.78142405
6/20/2004,6,1000,0,44.5,0,20.32,1725.85,0.7428771519,27.79898734
6/21/2004,6,750,0,128.3,0,18.312,1138.61,0.4750471519,28.93889241
6/22/2004,6,770,0,94.5,0,16.653,696.304,0.02022791139,29.61818038
6/23/2004,6,627.762,0,63,0,15.118,614.884,0,30.2708038
6/24/2004,6,496.16,0,113.9,0,12.34,626.722,0,30.27950949
6/25/2004,6,468.049,0,180.2,0,11.028,479.033,0.01300360759,30.41782911
6/26/2004,6,454.111,0,160.56,0,9.913,386.398,0.7614489241,29.58425633
6/27/2004,6,350,0,126.6,0,8.5,325.963,1.462717025,29.56373418
6/28/2004,6,349.881,0,112.5,0,7.608,218.857,3.748506772,29.51791772
6/29/2004,6,350.105,0,94.5,0,4.334,250.207,2.170961709,29.28691139
6/30/2004,6,340.718,0,78.6,0,4.863,213.335,6.809274557,28.31930696
7/1/2004,7,332.47,0,5.12,0,0.084,252.643,11.78070924,29.07763291
7/2/2004,7,357.246,0,7.3,0,20.028,248.451,16.35442703,28.85793354
7/3/2004,7,355.35,22,25.447,0,5.085,243.297,6.107061899,27.88763924
7/4/2004,7,362,5,22,0,25.03,330.948,14.62033797,27.8042943
7/5/2004,7,1200,8,20.775,0,62.107,400.473,13.44453696,27.74867722
7/6/2004,7,1400,6,46.279,0,52.707,739.067,5.737978291,28.22332278
7/7/2004,7,900,5,42.284,0,59.323,1659.13,8.037848671,27.43797785
7/8/2004,7,600,116.63,108.486,0,93.654,1373.55,10.56031399,26.89698418
7/9/2004,7,700,56.42,65.587,0,200.331,1230.05,9.076328671,27.11328797
7/10/2004,7,500.395,39.54,63.151,0,147.121,1169.42,7.225721899,27.47392722
7/11/2004,7,480,34,63,0,98.5,1097.43,7.914866013,27.61808544
7/12/2004,7,503.119,12.72,48.19,0,101.126,799.615,6.287242342,27.84958861
7/13/2004,7,480,9.74,41.756,0,75.635,868.518,5.756231646,27.84149684
7/14/2004,7,415.961,13.03,42.658,0,65.53,824.82,12.23999462,27.41737975
7/15/2004,7,446.314,60.75,46.451,0,62.119,744.136,10.28188215,27.32056962
7/16/2004,7,366.936,55.21,49.633,0,150.03,988.934,21.10198203,26.80182278
7/17/2004,7,406.547,90.42,118.7,0,154.723,1171.94,15.29688297,26.47087658
7/18/2004,7,800,40,66,0,225.9,1190.43,6.68071057,27.03844937
7/19/2004,7,2100,51.73,99.844,0,141.219,1132.29,6.333407405,27.51274051
7/20/2004,7,1025.45,36.68,70.502,0,110.082,2324.31,2.254328608,28.31469304
7/21/2004,7,709.091,39.67,70.232,0,91.203,1680.37,5.801329241,28.17857278
7/22/2004,7,512.195,29.35,68.62,0,149.616,1251.15,3.606335127,28.13489873
7/23/2004,7,538.222,32.37,118.75,0,102.065,1006.18,9.488266519,27.26125316
7/24/2004,7,516.07,30.1,112.9,0,116.884,849.996,6.930787785,27.2945538
7/25/2004,7,560,35,108,0,140.32,894.714,8.661175823,27.61800633
7/26/2004,7,745.689,25.02,115.367,0,111.309,963.475,4.841441203,27.37751582
7/27/2004,7,900,22,87.869,0,110.97,1106.49,11.84348146,26.97838924
7/28/2004,7,1010,56.21,122.713,0,269.647,1389.61,13.0084981,26.70363608
7/29/2004,7,3707.44,34.49,134.097,0,300.225,1901.69,13.58731006,26.6539462
7/30/2004,7,4392.34,33.08,224.177,0,200,3578.23,19.00123899,26.66643354
7/31/2004,7,4200,113.55,368.18,0,600,4965.15,12.14660886,26.13235443
8/1/2004,8,3400,73.01,351.5,58,550.12,5846.07,2.005298797,26.14874367
8/2/2004,8,2400,34.29,200.15,31.226,314.861,4782.09,1.750028797,26.67608544
8/3/2004,8,1492.93,150.47,200.42,35.381,308.283,3121.37,15.98460044,26.66944937
8/4/2004,8,1364.09,72.3,200.35,78.33,200,2543.76,7.623979873,27.26063924
8/5/2004,8,1000,39.18,163.5,61.776,161.661,2192.42,14.49305538,27.01478797
8/6/2004,8,1400,39.35,152.13,87.304,125.822,1757.34,14.00065696,26.21846519
8/7/2004,8,2500,110,198.35,250.37,400.32,1842.39,22.89417411,25.49480696
8/8/2004,8,2653,950,970,550,802,7768.12,53.86202468,25.0918038
8/9/2004,8,6023.65,486.05,850.3,320.827,1112.35,11295.8,26.98814304,24.76381646
8/10/2004,8,7019.15,674.04,800.37,375.445,546.148,14398.7,26.55375513,24.58688291
8/11/2004,8,5192.11,458.6,1544.9,275.703,464.659,13580.8,23.48664215,24.44854747
8/12/2004,8,4900.1,1403,1909.77,700,900.12,11744.8,41.92318272,25.20606329
8/13/2004,8,6100.13,562.42,850.34,323.051,713.659,14193.6,10.4407257,25.55257595
8/14/2004,8,5542.58,168.96,350,300.477,503.02,12096.2,7.559249304,25.83137342
8/15/2004,8,4012.5,100,400.45,175,680.6,8875.52,2.388826709,26.02647468
8/16/2004,8,3750,65.58,212.63,100.5,443.5,6090.07,1.817509241,26.75700949
8/17/2004,8,2231.75,41.69,180.14,90.919,336.712,5231.61,10.29465373,26.43616139
8/18/2004,8,1635.09,71.45,171.39,200,500.283,3518.84,4.536592468,26.79072152
8/19/2004,8,1207.67,91.92,157.18,110.235,350.042,3006.22,7.893575696,26.67136709
8/20/2004,8,1010,58.45,153.98,150.399,323.493,2181.01,11.61336886,26.03102532
8/21/2004,8,2117.94,83.23,160,300.272,298.942,2824.16,29.01028133,25.70369304
8/22/2004,8,3000,400,302.12,300,450.2,4265.79,25.29922361,25.65057595
8/23/2004,8,4826.65,160.6,290,200.418,485.901,5663.01,8.408417089,26.50813924
8/24/2004,8,7890.56,71.76,218.66,98.538,382.19,6629.4,0.4315825949,26.95424051
8/25/2004,8,4016.75,41.87,195.66,90.7,274.043,8083.75,0.2745372152,27.17986709
8/26/2004,8,2870.56,33.1,107.77,75.741,211.932,5122.83,1.637831899,27.44796203
8/27/2004,8,2000.53,27.55,95.3,68.583,164.445,3061.39,1.032991709,27.2514019
8/28/2004,8,1400,26.7,85.9,60.412,145.669,2207.86,0.09836316456,27.29479747
8/29/2004,8,1121,25,73.61,60,141.56,1708.4,1.016089241,27.27252215
8/30/2004,8,900,15.87,66.38,60.976,79.303,1323.76,1.120928228,27.62545886
8/31/2004,8,848.871,14.23,60.32,74.316,77.591,1090.26,1.79136943,27.52306646
9/1/2004,9,540,13.73,62.54,70.173,114.927,1012.04,2.810357722,27.87793038
9/2/2004,9,452,17.82,67.118,60.839,104.689,974.321,2.411076456,27.97910759
9/3/2004,9,450,23.26,64.483,72.252,206.684,934.475,5.69969,27.98183861
9/4/2004,9,575,23.21,71.072,60.457,305.489,999.186,11.31526025,27.55609494
9/5/2004,9,700,50,95,59,245,1081.06,2.566476203,27.75552215
9/6/2004,9,1200,20.53,73.656,70.717,167.309,1159.79,3.322493354,27.66921835
9/7/2004,9,1100,14.5,65,55.805,90,1295.44,0.8431027215,27.98696203
9/8/2004,9,950,13.86,53.938,40.598,77.826,1362.93,0.3877953165,28.65106329
9/9/2004,9,800,11.21,48.173,38.937,62.721,1093.66,0.4581858861,29.1311519
9/10/2004,9,675,11.1,44.467,36.488,60.11,1003.55,0.6050124684,28.54095253
9/11/2004,9,625,9.72,41.721,37.712,56.589,1155.23,8.454002595,26.59068671
9/12/2004,9,505,14.5,63,94,86.6,850.733,6.810528987,26.72279114
9/13/2004,9,500,10.88,49.048,62.869,120.407,931.671,4.012630127,27.4011519
9/14/2004,9,750,13.6,46.602,71.532,96.912,930.114,1.111283101,27.44784494
9/15/2004,9,650,11.32,44.289,42.417,78.694,933.059,1.786082215,27.03096835
9/16/2004,9,500,10.81,46.365,38.911,67.797,886.982,1.506931013,27.02958861
9/17/2004,9,475,9.61,44.637,36.3,55.081,769.936,1.09010057,27.04588924
9/18/2004,9,405,8.28,44.485,33.658,47.526,643.827,1.166533165,27.12900633
9/19/2004,9,350,8,44,59,78.9,827.68,16.31163278,26.84008228
9/20/2004,9,350,7.84,45.348,70.918,843.36,770.616,12.6720488,26.68954747
9/21/2004,9,350,10.12,302.163,70.405,424.269,1394.65,4.060184873,26.59247468
9/22/2004,9,380,7.92,186.647,45.613,260.275,1366.92,2.972922152,27.09046835
9/23/2004,9,725,7.6,143.759,40.184,193.222,928.273,0.2107107595,27.5680981
9/24/2004,9,625,7.42,110.72,37.064,168.395,871.406,1.661545,27.56102532
9/25/2004,9,575,14.27,114.927,33.92,225.401,1003.07,4.294439177,27.23249367
9/26/2004,9,580,13,165,32.9,193.31,1048.01,3.076273924,27.28900949
9/27/2004,9,700,12.38,122.331,31.926,223.928,988.34,1.984793987,27.82278797
9/28/2004,9,775,11.05,124.728,60.566,181.668,1078.91,4.406158418,27.46550949
9/29/2004,9,850,10.25,115.662,50.25,192.567,1083.41,0.8355343671,27.83423734
9/30/2004,9,650,8.2,118.381,42.895,113.452,1208.1,0.657563481,28.04367089
6/1/2005,6,39.566,0,0,0,0,0,0,35.24140823
6/2/2005,6,41.419,0,0,0,0,0,0.2684958861,34.55141772
6/3/2005,6,55.193,0,0,0,0,0,0.1646868354,35.54940823
6/4/2005,6,48.707,0,0,0,0,0,0.3252009494,34.94739241
6/5/2005,6,39,0,0,0,0,39.3931,0,35.53820886
6/6/2005,6,43.239,0,0,0,0,53.8363,0.2784739873,34.52979747
6/7/2005,6,41.366,0,0,0,0,28.9997,0.2675908861,34.60862025
6/8/2005,6,45.778,0,0,0,0,11.328,0.008900126582,34.65975633
6/9/2005,6,38.17,0,0,0,0,38.8267,0.7515020886,34.37466139
6/10/2005,6,47.189,0,0,0,0,36.108,0.8493898734,34.63870886
6/11/2005,6,70.344,0,0,0,0,122.116,0.09529867089,35.63016772
6/12/2005,6,38,0,0,0,0,0,0,36.13592405
6/13/2005,6,77.555,0,0,0,0,34.1822,0,36.60014873
6/14/2005,6,72.994,0,0,0,0,54.2894,0,36.73497468
6/15/2005,6,40.467,0,0,0,0,29.1696,0.07692740506,36.62558861
6/16/2005,6,200,0,0,0,0,164.652,0.1467349367,35.40795253
6/17/2005,6,90.636,10,0,0,0,12.0077,0.9402477848,35.84724051
6/18/2005,6,43.725,12,0,0,0,80.797,1.006618481,36.19211392
6/19/2005,6,75,11,0,0,0,92.4365,0.2388317722,35.41066139
6/20/2005,6,94.726,12,0,0,0,99.743,11.78281057,33.52593354
6/21/2005,6,55.216,14,0,0,0,87.1973,1.306051076,33.72328165
6/22/2005,6,50.766,14,0,0,0,92.9462,2.906187911,32.28968671
6/23/2005,6,63.428,15,0,0,0,138.032,8.784627405,31.15992405
6/24/2005,6,97.046,16,100.686,0,6.589,119.397,7.651612342,30.21732911
6/25/2005,6,52.527,17,51.65,0,5.803,72.8674,7.554433987,29.21562975
6/26/2005,6,92,10,40.75,0,14,95.8066,16.4477088,27.46318671
6/27/2005,6,66.311,15,37.8,0,40.088,141.487,19.22738576,26.44505696
6/28/2005,6,84.329,100.18,80.89,0,104.135,131.886,29.72743924,26.05624051
6/29/2005,6,499.634,200.18,240.999,1600,440.554,654.56,64.04114873,26.24846519
6/30/2005,6,2675.42,436.7,255.709,450,350.891,4566.6,61.44134494,26.06852215
7/1/2005,7,2700,111.269,550.36,175,790.204,4575.75,23.41014956,26.43244937
7/2/2005,7,1826.92,48.753,532.898,150,525.293,4605.48,17.70928949,26.41203797
7/3/2005,7,1400,80,313,130,650,3429.72,6.875317595,26.55515823
7/4/2005,7,900,39.533,250.147,113.145,425.817,2307.91,4.484635443,26.34638924
7/5/2005,7,900,31.882,205.995,137.148,296.729,1887.41,9.334671456,25.95182595
7/6/2005,7,609.891,19.368,210.081,190,302.734,1523.76,6.248898861,26.27950949
7/7/2005,7,536.423,98.919,219.977,142.007,267.064,1316.68,3.068461329,27.13088924
7/8/2005,7,565.063,63.308,152.822,125.985,230,1209.94,8.932716139,27.51926266
7/9/2005,7,665.565,18.349,104.36,102.44,175.141,1130.79,7.017916772,28.06050633
7/10/2005,7,670.8,16,100,75,120,913.263,6.291507975,28.46616139
7/11/2005,7,1244.01,15.762,124.111,107.816,220.333,1379.69,17.90368854,28.33836392
7/12/2005,7,1140,126.183,200.248,150,450.55,1537.04,11.64899038,26.85843354
7/13/2005,7,1285.15,71.16,400.054,132.659,300.75,2301.71,12.23454468,26.66843354
7/14/2005,7,1177.31,99.855,252.276,90.706,249.945,2433.31,13.03153032,27.16778481
7/15/2005,7,1200,44.848,221.348,67,297.227,2043.4,11.10717911,26.71506329
7/16/2005,7,1190,97.385,312.515,128.657,300.161,2176.36,12.55511449,26.15837342
7/17/2005,7,1270,35,233,150,240,2155.95,5.837903101,27.21395253
7/18/2005,7,1100,19.882,146.891,78.481,150.637,1955.86,0.4322560127,28.63110127
7/19/2005,7,900,17.22,94.935,56.232,103.665,1549.67,4.079213481,29.2259462
7/20/2005,7,608.681,17.478,96.071,59.596,175.282,1171.94,2.034972848,28.61877532
7/21/2005,7,793.515,57.175,103.965,43.827,138.572,1035.04,4.293232405,28.33005696
7/22/2005,7,785.233,44.124,112.657,114.752,131.266,1278.17,13.72977114,27.50412658
7/23/2005,7,814.107,124.142,103.256,160.549,178.687,1238.18,18.44038291,27.88849367
